epoch,accuracy,loss,lr,val_accuracy,val_loss
48,0.9936342835426331,0.1928291916847229,3e-05,0.9426718950271606,0.4657067656517029
49,0.9940617680549622,0.18994221091270447,3e-05,0.9426718950271606,0.4602838158607483
50,0.9943200349807739,0.187723770737648,3e-05,0.9426718950271606,0.4547556936740875
51,0.9940567016601562,0.18609309196472168,3e-05,0.9426718950271606,0.4491799473762512
52,0.9945797324180603,0.1834847331047058,3e-05,0.9426718950271606,0.44352537393569946
53,0.9948292970657349,0.181121826171875,3e-05,0.9426718950271606,0.4378836750984192
54,0.9950535297393799,0.17953883111476898,3e-05,0.9426718950271606,0.4322386384010315
55,0.9954057931900024,0.17706649005413055,3e-05,0.9426718950271606,0.42653125524520874
56,0.9952741861343384,0.1758161336183548,3e-05,0.9426718950271606,0.4207456111907959
57,0.9955085515975952,0.17368096113204956,3e-05,0.9426718950271606,0.4149574637413025
58,0.9957740306854248,0.17200496792793274,3e-05,0.9426718950271606,0.40922433137893677
59,0.9959201216697693,0.1701512634754181,3e-05,0.9426718950271606,0.4035782814025879
60,0.9956908226013184,0.16925454139709473,3e-05,0.9426718950271606,0.39800170063972473
61,0.9962102174758911,0.16728469729423523,3e-05,0.9426718950271606,0.3924860954284668
62,0.9962159991264343,0.16572943329811096,3e-05,0.9426718950271606,0.387082040309906
63,0.9960836172103882,0.16446354985237122,3e-05,0.9426718950271606,0.38183829188346863
64,0.9959874153137207,0.1639510989189148,3e-05,0.9426718950271606,0.37664103507995605
65,0.9962803721427917,0.16205348074436188,3e-05,0.9426718950271606,0.37153956294059753
66,0.9962463974952698,0.16127222776412964,3e-05,0.9426718950271606,0.36647236347198486
67,0.9962977170944214,0.15971368551254272,3e-05,0.9426718950271606,0.3614978790283203
68,0.9965038895606995,0.15852896869182587,3e-05,0.9426718950271606,0.35671886801719666
69,0.9966558218002319,0.15723052620887756,3e-05,0.9426718950271606,0.35198909044265747
70,0.9967274069786072,0.15604904294013977,3e-05,0.9426718950271606,0.3474968671798706
71,0.9968865513801575,0.15497106313705444,3e-05,0.9426718950271606,0.3433464467525482
72,0.9968532919883728,0.15403901040554047,3e-05,0.9426718950271606,0.33935901522636414
73,0.997051477432251,0.15296760201454163,3e-05,0.9426718950271606,0.3351147174835205
74,0.9970449805259705,0.15186583995819092,3e-05,0.9426718950271606,0.33081352710723877
75,0.9969574809074402,0.1511094868183136,3e-05,0.9426718950271606,0.3268851637840271
76,0.9970059394836426,0.15045608580112457,3e-05,0.9426797032356262,0.3233240842819214
77,0.9965212941169739,0.15062738955020905,3e-05,0.9427369832992554,0.3193607032299042
78,0.9965248703956604,0.14972619712352753,3e-05,0.9429270625114441,0.31551024317741394
79,0.9967838525772095,0.14826877415180206,3e-05,0.9433802366256714,0.3113599121570587
80,0.9970305562019348,0.14718705415725708,3e-05,0.9437447786331177,0.30780136585235596
81,0.9971159100532532,0.14622610807418823,3e-05,0.9438775777816772,0.30476856231689453
82,0.9971520304679871,0.1455805003643036,3e-05,0.9440104365348816,0.30193525552749634
83,0.9971578121185303,0.1448160856962204,3e-05,0.9450286626815796,0.29759711027145386
84,0.9968836903572083,0.14468170702457428,3e-05,0.9458020925521851,0.2937707006931305
85,0.9972381591796875,0.1431666761636734,3e-05,0.9468125104904175,0.28951066732406616
86,0.9971274733543396,0.14300072193145752,3e-05,0.9473203420639038,0.2860947549343109
87,0.9971867799758911,0.14201176166534424,3e-05,0.9477864503860474,0.2828345000743866
88,0.9974848031997681,0.14107219874858856,3e-05,0.9485703110694885,0.27887648344039917
89,0.9973270893096924,0.14052265882492065,3e-05,0.9490963816642761,0.2751598358154297
90,0.9974479079246521,0.13992111384868622,3e-05,0.9491380453109741,0.2728925943374634
91,0.9975376129150391,0.13917234539985657,3e-05,0.9496197700500488,0.2690759599208832
92,0.9966117143630981,0.14031842350959778,3e-05,0.9499427080154419,0.26611900329589844
93,0.9976070523262024,0.13804280757904053,3e-05,0.9508281350135803,0.26189282536506653
94,0.9975383281707764,0.13737601041793823,3e-05,0.9524921774864197,0.25740867853164673
95,0.9973756074905396,0.13696728646755219,3e-05,0.9548385143280029,0.25289103388786316
96,0.997523844242096,0.13654130697250366,3e-05,0.9557109475135803,0.24981801211833954
97,0.9974949359893799,0.1360359489917755,3e-05,0.95682293176651,0.246379092335701
98,0.9973560571670532,0.1355840414762497,3e-05,0.9583385586738586,0.2420653998851776
99,0.9974811673164368,0.13494665920734406,3e-05,0.9598958492279053,0.23809532821178436
100,0.9973886013031006,0.13455922901630402,3e-05,0.9603411555290222,0.23585394024848938
101,0.997698187828064,0.13373371958732605,3e-05,0.9609531164169312,0.23341214656829834
102,0.9971556663513184,0.13444630801677704,3e-05,0.9622499942779541,0.22927160561084747
103,0.9976294636726379,0.13294854760169983,3e-05,0.963015615940094,0.2260442078113556
104,0.9975636601448059,0.1325223743915558,3e-05,0.9652500152587891,0.22091329097747803
105,0.9975542426109314,0.13195711374282837,3e-05,0.9640286564826965,0.22176137566566467
106,0.9975405335426331,0.1320255547761917,3e-05,0.9641953110694885,0.22032806277275085
107,0.9975962042808533,0.1312083601951599,3e-05,0.9651744961738586,0.2175706923007965
108,0.9976714253425598,0.1306551992893219,3e-05,0.9657343626022339,0.21548691391944885
109,0.9978298544883728,0.1300036907196045,3e-05,0.9672890901565552,0.21116867661476135
110,0.9976381659507751,0.1298086941242218,3e-05,0.9671249985694885,0.21047265827655792
111,0.9971469640731812,0.13100886344909668,3e-05,0.9669843912124634,0.2098359316587448
112,0.9975339770317078,0.1293097734451294,3e-05,0.9682317972183228,0.20576007664203644
113,0.9971976280212402,0.1296592354774475,3e-05,0.9694557189941406,0.20173439383506775
114,0.9976519346237183,0.12840202450752258,3e-05,0.9700416922569275,0.19916194677352905
115,0.9972280263900757,0.1290627270936966,3e-05,0.9699713587760925,0.19843469560146332
116,0.9978146553039551,0.12754127383232117,3e-05,0.9696744680404663,0.19829455018043518
117,0.9977691173553467,0.12712879478931427,3e-05,0.9695129990577698,0.19778293371200562
118,0.9977242350578308,0.1268971711397171,3e-05,0.9706405997276306,0.19406405091285706
119,0.997492790222168,0.12704052031040192,3e-05,0.9717422127723694,0.19038011133670807
120,0.9978132247924805,0.1260371208190918,3e-05,0.9714687466621399,0.19015946984291077
121,0.9978739619255066,0.1257087141275406,3e-05,0.9714609384536743,0.18930916488170624
122,0.9979456067085266,0.1251944601535797,3e-05,0.9717968702316284,0.18718118965625763
123,0.9979361891746521,0.12478852272033691,3e-05,0.9726353883743286,0.18432019650936127
124,0.9979912042617798,0.12452900409698486,3e-05,0.9729244709014893,0.18264226615428925
125,0.9974623918533325,0.12546011805534363,3e-05,0.9733020663261414,0.18097420036792755
126,0.997909426689148,0.12402982264757156,3e-05,0.9733307361602783,0.18013370037078857
127,0.9979267716407776,0.12357553839683533,3e-05,0.9726901054382324,0.1808393895626068
128,0.9979673027992249,0.12339384108781815,3e-05,0.9737343788146973,0.17690865695476532
129,0.9978312849998474,0.12300971895456314,3e-05,0.9745208621025085,0.17416994273662567
130,0.9978631138801575,0.1229027658700943,3e-05,0.9745051860809326,0.17370308935642242
131,0.9980041980743408,0.12234445661306381,3e-05,0.975557267665863,0.17009685933589935
132,0.9980092644691467,0.12208504229784012,3e-05,0.9761900901794434,0.16767728328704834
133,0.9978052377700806,0.1221095472574234,3e-05,0.9755911231040955,0.16858254373073578
134,0.9979318380355835,0.12173920124769211,3e-05,0.976158857345581,0.16652712225914001
135,0.9976743459701538,0.12168583273887634,3e-05,0.9770078063011169,0.1636781245470047
136,0.9979289770126343,0.12088404595851898,3e-05,0.9769271016120911,0.16322003304958344
137,0.9974319934844971,0.12191346287727356,3e-05,0.9773828387260437,0.1612934023141861
138,0.9979029297828674,0.12053343653678894,3e-05,0.9778932332992554,0.1593172699213028
139,0.9974942207336426,0.12136265635490417,3e-05,0.9787760376930237,0.1564624160528183
140,0.9977741837501526,0.12006059288978577,3e-05,0.9794843792915344,0.15401631593704224
141,0.9978443384170532,0.11968138813972473,3e-05,0.979117214679718,0.15444503724575043
142,0.9979991316795349,0.11928156018257141,3e-05,0.9794374704360962,0.1531924605369568
143,0.9981278777122498,0.11898493766784668,3e-05,0.9798489809036255,0.1516691893339157
144,0.9980143308639526,0.11876890063285828,3e-05,0.9796979427337646,0.15143655240535736
145,0.9980533719062805,0.11841066926717758,3e-05,0.9797213673591614,0.1508154720067978
146,0.9978125095367432,0.118477463722229,3e-05,0.9800781011581421,0.1493196040391922
147,0.9980027675628662,0.11779138445854187,3e-05,0.9797812700271606,0.14956755936145782
148,0.9980794191360474,0.1176750659942627,3e-05,0.9803776144981384,0.14752896130084991
149,0.9975000023841858,0.11915390938520432,3e-05,0.9814088344573975,0.14441421627998352
150,0.9975622296333313,0.11854396760463715,3e-05,0.9814401268959045,0.14373280107975006
151,0.9978819489479065,0.11712031811475754,3e-05,0.9818150997161865,0.1424294114112854
152,0.9980331063270569,0.11653738468885422,3e-05,0.9810885190963745,0.1441020369529724
153,0.9976142644882202,0.11747801303863525,3e-05,0.9804427027702332,0.14511175453662872
154,0.9980729222297668,0.1162947416305542,3e-05,0.981820285320282,0.14106407761573792
155,0.9979977011680603,0.11586204916238785,3e-05,0.9822317957878113,0.13955481350421906
156,0.9981394410133362,0.11543790251016617,3e-05,0.9819478988647461,0.1395363211631775
157,0.9982139468193054,0.11511974781751633,3e-05,0.9822916388511658,0.13815486431121826
158,0.9980924725532532,0.11496362090110779,3e-05,0.9820728898048401,0.13820841908454895
159,0.9981257319450378,0.11487063020467758,3e-05,0.9819739460945129,0.1380556970834732
160,0.9982573986053467,0.11440474539995193,3e-05,0.9830989837646484,0.13473980128765106
161,0.9980049133300781,0.11437627673149109,3e-05,0.9832760691642761,0.13379976153373718
162,0.9981437921524048,0.1141480877995491,3e-05,0.9829297065734863,0.1343546211719513
163,0.9982624650001526,0.11373473703861237,3e-05,0.9834427237510681,0.13250699639320374
164,0.9979166388511658,0.11416223645210266,3e-05,0.9842057228088379,0.13026690483093262
165,0.9982906579971313,0.11324063688516617,3e-05,0.9844609498977661,0.1291952133178711
166,0.9982081651687622,0.11308561265468597,3e-05,0.9847187399864197,0.1281989961862564
167,0.9982262849807739,0.11271899193525314,3e-05,0.9846588373184204,0.12799382209777832
168,0.997941255569458,0.11310337483882904,3e-05,0.9844140410423279,0.12812480330467224
169,0.9976338148117065,0.11378150433301926,3e-05,0.9847239851951599,0.1271582990884781
170,0.9982074499130249,0.11213554441928864,3e-05,0.9850833415985107,0.12574590742588043
171,0.9981416463851929,0.1120544970035553,3e-05,0.9853880405426025,0.12462560832500458
172,0.9981937408447266,0.11178217828273773,3e-05,0.985630214214325,0.12346065044403076
173,0.9982407689094543,0.11150643229484558,3e-05,0.9855312705039978,0.12335710227489471
174,0.9983434677124023,0.11105260998010635,3e-05,0.9849531054496765,0.12475119531154633
175,0.9984085559844971,0.11082756519317627,3e-05,0.9858672022819519,0.12221761047840118
176,0.9982733130455017,0.11074154824018478,3e-05,0.9865963459014893,0.1201569214463234
177,0.9983463287353516,0.11044454574584961,3e-05,0.986286461353302,0.12051603943109512
178,0.9981741905212402,0.11067122966051102,3e-05,0.9868124723434448,0.11875154823064804
179,0.99832683801651,0.11013206839561462,3e-05,0.9868307113647461,0.11825788021087646
180,0.9983499646186829,0.10977710038423538,3e-05,0.9867005348205566,0.11835227161645889
181,0.998376727104187,0.10963797569274902,3e-05,0.9867109656333923,0.11802299320697784
182,0.998342752456665,0.10941363126039505,3e-05,0.9868437647819519,0.11746059358119965
183,0.9984592199325562,0.10914429277181625,3e-05,0.9874010682106018,0.11574472486972809
184,0.9976808428764343,0.11194401234388351,3e-05,0.9867864847183228,0.11665280163288116
185,0.9981199502944946,0.10954035818576813,3e-05,0.9878906011581421,0.11361046135425568
186,0.9980323910713196,0.10913416743278503,3e-05,0.9877005219459534,0.11373531818389893
187,0.9982233643531799,0.1087908148765564,3e-05,0.9875781536102295,0.11361064016819
188,0.9982906579971313,0.1087256446480751,3e-05,0.9876328110694885,0.11316235363483429
189,0.9981061816215515,0.10855693370103836,3e-05,0.9886640906333923,0.1105353981256485
190,0.9982081651687622,0.1082371175289154,3e-05,0.9878385663032532,0.11251620203256607
191,0.9984678626060486,0.10790383815765381,3e-05,0.988197922706604,0.1113898903131485
192,0.9982718229293823,0.10762683302164078,3e-05,0.9888098835945129,0.10942943394184113
193,0.9982508420944214,0.10756972432136536,3e-05,0.9884687662124634,0.10960791260004044
194,0.9983412623405457,0.10734093189239502,3e-05,0.9887890815734863,0.108847476541996
195,0.9983195662498474,0.107157401740551,3e-05,0.9880573153495789,0.11062685400247574
196,0.998376727104187,0.1069844588637352,3e-05,0.9883593916893005,0.10959821939468384
197,0.998445451259613,0.10677974671125412,3e-05,0.989062488079071,0.10782650858163834
198,0.9983513951301575,0.10655681788921356,3e-05,0.9895026087760925,0.10643331706523895
199,0.9984099864959717,0.10636817663908005,3e-05,0.9891562461853027,0.10672540962696075
200,0.998149573802948,0.1069793552160263,3e-05,0.9890468716621399,0.10699515044689178
201,0.9983354806900024,0.10608766973018646,3e-05,0.9885807037353516,0.10811649262905121
202,0.9983340501785278,0.10591534525156021,3e-05,0.9895286560058594,0.1056901067495346
203,0.9982544779777527,0.106081523001194,3e-05,0.9895338416099548,0.10528989881277084
204,0.9984555840492249,0.10557615756988525,3e-05,0.9892317652702332,0.10610135644674301
205,0.9983644485473633,0.10528752207756042,3e-05,0.9898619651794434,0.10436850786209106
206,0.9984042048454285,0.10514114797115326,3e-05,0.9900286197662354,0.1035844087600708
207,0.9984447360038757,0.1049187108874321,3e-05,0.9901484251022339,0.10308174788951874
208,0.9984989762306213,0.1047356128692627,3e-05,0.9900000095367432,0.10290076583623886
209,0.998450517654419,0.10456079989671707,3e-05,0.9897474050521851,0.10337333381175995
210,0.9985127449035645,0.10430867969989777,3e-05,0.9905729293823242,0.1017230898141861
211,0.998500406742096,0.10417763143777847,3e-05,0.9908958077430725,0.10086335241794586
212,0.9982472658157349,0.10445576161146164,3e-05,0.990960955619812,0.10055112838745117
213,0.9974609613418579,0.106353759765625,3e-05,0.9907031059265137,0.10086438804864883
214,0.9978761672973633,0.10510650277137756,3e-05,0.9904270768165588,0.10076570510864258
215,0.9984353184700012,0.10365409404039383,3e-05,0.9904114603996277,0.10078303515911102
216,0.998445451259613,0.1034645065665245,3e-05,0.990484356880188,0.10028274357318878
217,0.9984259009361267,0.10336616635322571,3e-05,0.9907890558242798,0.09971117228269577
218,0.9976656436920166,0.10485675185918808,3e-05,0.9899296760559082,0.1015002578496933
219,0.9983730912208557,0.10313969105482101,3e-05,0.9909036755561829,0.09916196763515472
220,0.9984874129295349,0.10276199877262115,3e-05,0.9909218549728394,0.09904899448156357
221,0.9985308051109314,0.10261493176221848,3e-05,0.9911067485809326,0.09854499995708466
222,0.9985213875770569,0.10243398696184158,3e-05,0.9912031292915344,0.09811335057020187
223,0.9982168674468994,0.10293367505073547,3e-05,0.9912786483764648,0.09817513078451157
224,0.998450517654419,0.10212026536464691,3e-05,0.9916172027587891,0.09691417217254639
225,0.9985799789428711,0.10191302746534348,3e-05,0.9911510348320007,0.0976371020078659
226,0.9986234307289124,0.10167989134788513,3e-05,0.9911119937896729,0.09761206805706024
227,0.998587965965271,0.10147810727357864,3e-05,0.9910833239555359,0.09738174080848694
228,0.9985091090202332,0.10146325826644897,3e-05,0.9913463592529297,0.09670024365186691
229,0.9985272288322449,0.1014249324798584,3e-05,0.9916744828224182,0.09588482975959778
230,0.9985365867614746,0.10113038122653961,3e-05,0.9913046956062317,0.09675350785255432
231,0.9986154437065125,0.10081979632377625,3e-05,0.9906952977180481,0.09775108098983765
232,0.9985764026641846,0.10081132501363754,3e-05,0.9913906455039978,0.09603598713874817
233,0.9986458420753479,0.10056634992361069,3e-05,0.9909244775772095,0.09646166861057281
234,0.9985944628715515,0.10045245289802551,3e-05,0.9914713501930237,0.09524447470903397
235,0.9986805319786072,0.10029144585132599,3e-05,0.9916822910308838,0.09466268122196198
236,0.998112678527832,0.10122458636760712,3e-05,0.9914922118186951,0.09501690417528152
237,0.9983630180358887,0.10053931176662445,3e-05,0.9914348721504211,0.09508722275495529
238,0.9985069632530212,0.09996260702610016,3e-05,0.9913307428359985,0.09534189850091934
239,0.9985995292663574,0.0996859073638916,3e-05,0.9911744594573975,0.0954890251159668
240,0.9986624717712402,0.09946061670780182,3e-05,0.9914010167121887,0.094889335334301
241,0.9985655546188354,0.09946170449256897,3e-05,0.9914869666099548,0.0945904552936554
242,0.9983882904052734,0.09957246482372284,3e-05,0.9914114475250244,0.09461826831102371
243,0.9986458420753479,0.09905360639095306,3e-05,0.9914426803588867,0.09448861330747604
244,0.9986168742179871,0.09896385669708252,3e-05,0.9913073182106018,0.09480845183134079
245,0.9986110925674438,0.09878142923116684,3e-05,0.9914583563804626,0.09417758882045746
246,0.9986436367034912,0.0985548198223114,3e-05,0.9916614294052124,0.09364199638366699
247,0.9983210563659668,0.09927192330360413,3e-05,0.9915937781333923,0.09363645315170288
248,0.9986082315444946,0.09844204038381577,3e-05,0.9912343621253967,0.09420221298933029
249,0.9985973834991455,0.0982532799243927,3e-05,0.991783857345581,0.0928732305765152
250,0.998553991317749,0.09807847440242767,3e-05,0.9916900992393494,0.0929049700498581
251,0.9986400604248047,0.09784279763698578,3e-05,0.9916536211967468,0.09288665652275085
252,0.9986703991889954,0.09768971055746078,3e-05,0.9917135238647461,0.09279119223356247
253,0.9985250234603882,0.09772086143493652,3e-05,0.9918177127838135,0.09235788136720657
254,0.9986487030982971,0.09752219170331955,3e-05,0.9915573000907898,0.09283680468797684
255,0.9986479878425598,0.09742990136146545,3e-05,0.991825520992279,0.09195196628570557
256,0.9971657991409302,0.10155615955591202,3e-05,0.9912083148956299,0.09311572462320328
257,0.9980989694595337,0.09816700965166092,3e-05,0.9917578101158142,0.09193741530179977
258,0.9981720447540283,0.09757936745882034,3e-05,0.9921015501022339,0.09129142016172409
259,0.9982523322105408,0.09743951261043549,3e-05,0.9916536211967468,0.09192666411399841
260,0.9983825087547302,0.09715842455625534,3e-05,0.9921510219573975,0.09070248156785965
261,0.9981720447540283,0.09743498265743256,3e-05,0.9926510453224182,0.08969742059707642
262,0.9982385635375977,0.09696415811777115,3e-05,0.9919739365577698,0.09061223268508911
263,0.9985799789428711,0.09656678140163422,3e-05,0.9914922118186951,0.09191733598709106
264,0.9981481432914734,0.09702786803245544,3e-05,0.9920077919960022,0.09080789983272552
265,0.9985113143920898,0.09594759345054626,3e-05,0.991825520992279,0.09093590080738068
266,0.9986878037452698,0.09583019465208054,3e-05,0.9919062256813049,0.09047122299671173
267,0.9983716607093811,0.09622392803430557,3e-05,0.9924218654632568,0.08939376473426819
268,0.9985264539718628,0.09570416808128357,3e-05,0.9914218783378601,0.09140697121620178
269,0.9987579584121704,0.09531888365745544,3e-05,0.9914426803588867,0.09108080714941025
270,0.9986226558685303,0.09528834372758865,3e-05,0.9918776154518127,0.08983957767486572
271,0.9986986517906189,0.09505299478769302,3e-05,0.9916796684265137,0.09022831916809082
272,0.9981264472007751,0.09610393643379211,3e-05,0.9916666746139526,0.09000206738710403
273,0.9983015060424805,0.09560323506593704,3e-05,0.9913880228996277,0.09046412259340286
274,0.9980946183204651,0.09662006795406342,3e-05,0.9907395839691162,0.09167962521314621
275,0.9986205101013184,0.09467603266239166,3e-05,0.9910833239555359,0.09075724333524704
276,0.9985243082046509,0.09458111971616745,3e-05,0.9916666746139526,0.08954736590385437
277,0.9985771179199219,0.09428384900093079,3e-05,0.9915078282356262,0.08973779529333115
278,0.9987268447875977,0.09423690289258957,2.9999999e-06,0.9914869666099548,0.08980996906757355
279,0.9984230399131775,0.09478423744440079,2.9999999e-06,0.9914973974227905,0.08981189131736755
280,0.9982457756996155,0.09526530653238297,2.9999999e-06,0.9915260672569275,0.08976741880178452
281,0.99874347448349,0.09412545710802078,2.9999999e-06,0.9915390610694885,0.08970800787210464
282,0.9986870884895325,0.09404939413070679,2.9999999e-06,0.9915260672569275,0.08972367644309998
283,0.9987015128135681,0.09410187602043152,2.9999999e-06,0.9915130138397217,0.0897788479924202
284,0.998722493648529,0.09399119019508362,2.9999999e-06,0.9914765357971191,0.0898948386311531
285,0.998308002948761,0.09545809775590897,2.9999999e-06,0.9913958311080933,0.09008287638425827
286,0.9987145662307739,0.09400623291730881,2.9999999e-06,0.9913176894187927,0.09023042768239975
287,0.9986885190010071,0.09400270879268646,2.9999999e-06,0.9912786483764648,0.09030798077583313
288,0.9987977147102356,0.09384524822235107,2.9999998e-07,0.991281270980835,0.09034623205661774
289,0.9988086223602295,0.09389465302228928,2.9999998e-07,0.9912890791893005,0.09037348628044128
290,0.9987680912017822,0.09383269399404526,2.9999998e-07,0.9912968873977661,0.09039892256259918
291,0.9987724423408508,0.09395889192819595,2.9999998e-07,0.9913125038146973,0.09042143821716309
292,0.9983752965927124,0.09505598992109299,2.9999998e-07,0.9913176894187927,0.09044848382472992
293,0.998202383518219,0.09539350122213364,2.9999998e-07,0.9913176894187927,0.09048175811767578
294,0.9987745881080627,0.09384196251630783,2.9999998e-07,0.9907968640327454,0.09146708250045776
295,0.9987644553184509,0.09386301040649414,2.9999998e-07,0.9913254976272583,0.09054011106491089
296,0.9985923171043396,0.09426632523536682,2.9999998e-07,0.9913281202316284,0.09055735170841217
297,0.998836100101471,0.09380865097045898,2.9999998e-07,0.9908099174499512,0.09154120087623596
298,0.9979506731033325,0.09572062641382217,3e-08,0.9913437366485596,0.09059692174196243
299,0.9987167119979858,0.09392222762107849,3e-08,0.9913463592529297,0.09062080830335617
300,0.9987116456031799,0.0939188152551651,3e-08,0.991335928440094,0.09064332395792007
301,0.9987767934799194,0.09388310462236404,3e-08,0.9913333058357239,0.0906648188829422
302,0.9988172650337219,0.09383067488670349,3e-08,0.9913307428359985,0.09068729728460312
303,0.99874347448349,0.09393644332885742,3e-08,0.9913437366485596,0.09070845693349838
304,0.9987586736679077,0.09384110569953918,3e-08,0.9917213320732117,0.09001468122005463
305,0.9987579584121704,0.0938870832324028,3e-08,0.9913515448570251,0.09074211865663528
306,0.9987854361534119,0.09388807415962219,3e-08,0.9913567900657654,0.09075905382633209
307,0.9988078474998474,0.09383705258369446,3e-08,0.9907838702201843,0.09178824722766876
308,0.9983991384506226,0.09488008916378021,2.9999998e-09,0.9913541674613953,0.0907924622297287
309,0.9987753033638,0.09391108900308609,2.9999998e-09,0.9913489818572998,0.09080930799245834
310,0.9987984895706177,0.0938071683049202,2.9999998e-09,0.9913489818572998,0.09082601219415665
311,0.9987196326255798,0.09388947486877441,2.9999998e-09,0.9913489818572998,0.0908423662185669
312,0.9988223314285278,0.09377864003181458,2.9999998e-09,0.9913515448570251,0.090855173766613
313,0.9987753033638,0.09396318346261978,2.9999998e-09,0.9913515448570251,0.090866819024086
314,0.9985937476158142,0.0942411944270134,2.9999998e-09,0.9913437366485596,0.09087885171175003
315,0.998725414276123,0.09401582926511765,2.9999998e-09,0.9913437366485596,0.09089037775993347
316,0.9983362555503845,0.09479158371686935,2.9999998e-09,0.9913437366485596,0.09090392291545868
317,0.998501181602478,0.09454483538866043,2.9999998e-09,0.9913385510444641,0.09091696888208389
318,0.9988317489624023,0.0938703715801239,2.9999997e-10,0.9913307428359985,0.09092923998832703
319,0.9988259673118591,0.09384255111217499,2.9999997e-10,0.9912604093551636,0.09068868309259415
320,0.9982508420944214,0.09506790339946747,2.9999997e-10,0.9913307428359985,0.09095385670661926
321,0.9987644553184509,0.09378739446401596,2.9999997e-10,0.9913281202316284,0.090965636074543
